"Date","Open","High","Low","Close","Volume"
"11/19/2021","1098.87","1138.7199","1092.7","1137.06","21,642,260"
"11/18/2021","1106.55","1112","1075.02","1096.38","20,898,930"
"11/17/2021","1063.51","1119.64","1055.5","1089.01","31,445,370"
"11/16/2021","1003.31","1057.1999","1002.18","1054.73","26,542,360"
"11/15/2021","1017.63","1031.98","978.6","1013.39","34,775,650"
"11/12/2021","1047.5","1054.5","1019.2","1033.42","25,573,150"
"11/11/2021","1102.77","1104.97","1054.68","1063.51","22,396,570"
"11/10/2021","1010.41","1078.1","987.31","1067.95","42,802,720"
"11/09/2021","1173.6","1174.5","1011.52","1023.5","59,105,840"
"11/08/2021","1149.785","1197","1133","1162.94","33,445,720"
"11/05/2021","1228","1239.87","1208","1222.09","21,628,810"
"11/04/2021","1234.41","1243.49","1217","1229.91","25,397,410"
"11/03/2021","1177.33","1215.39","1152.62","1213.86","34,628,520"
"11/02/2021","1159.355","1208.59","1146","1172","42,737,800"
"11/01/2021","1145","1209.75","1118.66","1208.59","56,048,720"
"10/29/2021","1081.86","1115.21","1073.205","1114","29,918,420"
"10/28/2021","1068.305","1081","1054.2","1077.04","27,213,170"
"10/27/2021","1039.66","1070.88","1030.78","1037.86","38,526,460"
"10/26/2021","1024.69","1094.94","1001.44","1018.43","62,414,970"
"10/25/2021","950.53","1045.02","944.2","1024.86","62,852,100"
"10/22/2021","895.5","910","890.96","909.68","22,880,840"
"10/21/2021","856","900","855.5046","894","31,481,450"
"10/20/2021","865.35","869.49","857.38","865.8","14,032,050"
"10/19/2021","877.53","877.95","862.51","864.27","17,381,130"
"10/18/2021","851.79","875.26","851.47","870.11","24,207,240"
"10/15/2021","823.738","843.21","822.35","843.03","18,924,570"
"10/14/2021","815.49","820.25","813.3501","818.32","12,247,170"
"10/13/2021","810.47","815.41","805.78","811.08","14,120,080"
"10/12/2021","800.93","812.32","796.57","805.72","22,020,040"
"10/11/2021","787.65","801.24","785.5","791.94","14,200,320"
"10/08/2021","796.21","796.38","780.91","785.49","16,738,600"
"10/07/2021","785.46","805","783.38","793.61","19,195,780"
"10/06/2021","776.2","786.66","773.22","782.75","14,632,770"
"10/05/2021","784.796","797.31","774.2","780.59","18,432,630"
"10/04/2021","796.5","806.9699","776.12","781.53","30,483,340"
"10/01/2021","778.4","780.78","763.59","775.22","17,031,410"
"09/30/2021","781","789.1305","775","775.48","17,955,960"
"09/29/2021","779.8","793.5","770.68","781.31","20,942,880"
"09/28/2021","787.2","795.64","766.1801","777.56","25,381,420"
"09/27/2021","773.12","799","769.31","791.36","28,070,660"
"09/24/2021","745.89","774.8","744.56","774.39","21,373,020"
"09/23/2021","755","758.2","747.92","753.64","11,947,530"
"09/22/2021","743.5263","753.6699","739.12","751.94","15,126,270"
"09/21/2021","734.79","744.7399","730.44","739.38","16,330,720"
"09/20/2021","734.5577","742","718.6249","730.17","24,757,650"
"09/17/2021","757.15","761.04","750","759.49","28,204,180"
"09/16/2021","752.83","758.91","747.61","756.99","13,923,390"
"09/15/2021","745","756.86","738.36","755.83","15,357,690"
"09/14/2021","742.57","754.47","736.4","744.49","18,524,880"
"09/13/2021","740.214","744.78","708.85","743","22,952,480"
"09/10/2021","759.6","762.61","734.5201","736.27","15,184,170"
"09/09/2021","753.41","762.1","751.6301","754.86","14,077,730"
"09/08/2021","761.58","764.45","740.7733","753.87","18,793,040"
"09/07/2021","740","760.2","739.26","752.92","20,039,830"
"09/03/2021","732.249","734","724.2","733.57","15,271,050"
"09/02/2021","734.5","740.97","730.54","732.39","12,796,740"
"09/01/2021","734.08","741.99","731.2701","734.09","13,204,340"
"08/31/2021","733","740.39","726.44","735.72","20,855,440"
"08/30/2021","714.715","731","712.73","730.91","18,604,220"
"08/27/2021","705","715","702.1001","711.92","13,833,760"
"08/26/2021","708.31","715.4","697.6201","701.16","13,214,290"
"08/25/2021","707.03","716.97","704","711.2","12,645,560"
"08/24/2021","710.68","715.22","702.64","708.49","13,083,070"
"08/23/2021","685.442","712.1299","680.7505","706.3","20,264,860"
"08/20/2021","682.85","692.1299","673.7","680.26","14,841,870"
"08/19/2021","678.21","686.55","667.59","673.47","14,313,490"
"08/18/2021","669.748","695.77","669.35","688.99","20,349,380"
"08/17/2021","672.66","674.58","648.84","665.71","23,721,280"
"08/16/2021","705.07","709.5","676.4","686.17","23,103,300"
"08/13/2021","723.71","729.9","714.34","717.17","16,731,470"
"08/12/2021","706.34","722.8","699.4","722.25","17,681,690"
"08/11/2021","712.71","715.18","704.21","707.82","9,800,558"
"08/10/2021","713.99","716.59","701.88","709.99","13,432,310"
"08/09/2021","710.17","719.03","705.13","713.76","14,715,350"
"08/06/2021","711.9","716.33","697.63","699.1","15,623,050"
"08/05/2021","716","720.9499","711.41","714.63","12,919,640"
"08/04/2021","711","724.9","708.93","710.92","17,002,650"
"08/03/2021","719","722.65","701.01","709.74","21,620,250"
"08/02/2021","700","726.94","698.4","709.67","33,615,770"
"07/30/2021","671.758","697.53","669","687.2","29,656,410"
"07/29/2021","649.79","683.69","648.8","677.35","30,394,640"
"07/28/2021","646.995","654.9699","639.4001","646.98","16,006,600"
"07/27/2021","663.4","666.5","627.24","644.78","32,813,290"
"07/26/2021","650.97","668.1999","647.11","657.62","25,336,560"
"07/23/2021","646.36","648.8","637.3001","643.38","14,604,940"
"07/22/2021","656.4428","662.17","644.6001","649.26","15,105,730"
"07/21/2021","659.61","664.8599","650.2901","655.29","13,953,340"
"07/20/2021","651.99","662.3916","640.501","660.5","15,487,130"
"07/19/2021","629.89","647.1999","621.29","646.22","21,297,090"
"07/16/2021","654.68","656.6999","642.2","644.22","16,370,970"
"07/15/2021","658.39","666.14","637.88","650.6","20,209,570"
"07/14/2021","670.75","678.6099","652.84","653.38","21,641,190"
"07/13/2021","686.32","693.28","666.2958","668.54","20,966,090"
"07/12/2021","662.2","687.24","662.161","685.7","25,927,040"
"07/09/2021","653.185","658.91","644.69","656.95","18,140,550"
"07/08/2021","628.37","654.43","620.46","652.81","22,773,320"
"07/07/2021","664.27","665.7","638.32","644.65","18,791,960"
"07/06/2021","681.7115","684","651.4002","659.58","23,284,450"
"07/02/2021","678.98","700","673.26","678.9","27,097,370"
"07/01/2021","683.92","687.99","672.8","677.92","18,634,520"
"06/30/2021","679.77","692.81","678.14","679.7","18,924,860"
"06/29/2021","684.65","687.5099","675.89","680.76","17,381,310"
"06/28/2021","671.64","694.6999","670.32","688.72","21,628,160"
"06/25/2021","689.58","693.81","668.7","671.87","32,496,710"
"06/24/2021","674.99","697.62","667.61","679.82","45,982,390"
"06/23/2021","632","657.204","630.04","656.57","31,099,230"
"06/22/2021","618.25","628.5693","615.5","623.71","19,158,890"
"06/21/2021","624.48","631.39","608.88","620.83","24,812,740"
"06/18/2021","613.37","628.35","611.8","623.31","24,560,910"
"06/17/2021","601.888","621.47","601.34","616.6","22,701,350"
"06/16/2021","597.535","608.5","593.5","604.87","22,144,130"
"06/15/2021","616.69","616.79","598.23","599.36","17,764,150"
"06/14/2021","612.23","625.49","609.18","617.69","20,423,980"
"06/11/2021","610.23","612.56","601.52","609.89","16,205,300"
"06/10/2021","603.88","616.59","600.5","610.12","23,919,610"
"06/09/2021","602.17","611.79","597.6301","598.78","16,584,570"
"06/08/2021","623.01","623.09","595.5","603.59","26,053,410"
"06/07/2021","591.825","610","582.88","605.13","22,543,680"
"06/04/2021","579.71","600.61","577.2","599.05","24,036,900"
"06/03/2021","601.8","604.55","571.22","572.84","30,111,890"
"06/02/2021","620.13","623.36","599.14","605.12","23,302,780"
"06/01/2021","627.8","633.8","620.55","623.9","18,084,890"
"05/28/2021","628.5","635.59","622.38","625.22","22,737,040"
"05/27/2021","620.24","631.13","616.21","630.85","26,370,590"
"05/26/2021","607.56","626.17","601.5","619.13","28,639,310"
"05/25/2021","607.31","613.99","595.71","604.69","28,005,930"
"05/24/2021","581.6","614.48","573.65","606.44","34,558,090"
"05/21/2021","596.11","596.68","580","580.88","26,030,600"
"05/20/2021","575","588.85","571.07","586.78","30,821,120"
"05/19/2021","552.55","566.21","546.98","563.46","39,578,400"
"05/18/2021","568","596.25","563.38","577.87","36,830,570"
"05/17/2021","575.553","589.73","561.2","576.83","32,247,800"
"05/14/2021","583.41","592.87","570.46","589.74","33,370,860"
"05/13/2021","601.545","606.4599","559.65","571.69","44,184,920"
"05/12/2021","602.49","620.41","586.765","589.89","33,823,650"
"05/11/2021","599.24","627.0999","595.6","617.2","46,503,900"
"05/10/2021","664.9","665.05","627.6101","629.04","31,392,420"
"05/07/2021","665.8","690","660.22","672.37","23,469,170"
"05/06/2021","680.76","681.02","650","663.54","27,784,620"
"05/05/2021","681.06","685.2955","667.34","670.94","21,901,890"
"05/04/2021","678.94","683.4464","657.701","673.6","29,739,320"
"05/03/2021","703.8","706","680.5","684.9","27,043,140"
"04/30/2021","667.59","715.47","666.14","709.44","40,758,720"
"04/29/2021","699.51","702.25","668.5002","677","28,845,450"
"04/28/2021","696.41","708.5","693.6","694.4","22,271,050"
"04/27/2021","717.96","724","703.3501","704.74","29,437,000"
"04/26/2021","741","749.3","732.6053","738.2","31,038,500"
"04/23/2021","719.8","737.36","715.46","729.4","28,413,890"
"04/22/2021","741.5","753.77","718.04","719.69","35,590,260"
"04/21/2021","704.77","744.84","698","744.12","31,215,510"
"04/20/2021","717.42","737.25","710.685","718.99","35,609,040"
"04/19/2021","719.6","725.4","691.8001","714.63","39,686,230"
"04/16/2021","728.65","749.41","724.6","739.78","27,979,530"
"04/15/2021","743.1","743.69","721.31","738.85","27,848,900"
"04/14/2021","770.7","780.79","728.03","732.23","49,017,430"
"04/13/2021","712.7","763","710.66","762.32","44,652,810"
"04/12/2021","685.7","704.8","682.09","701.98","29,135,670"
"04/09/2021","677.77","680.97","669.43","677.02","21,437,090"
"04/08/2021","677.38","689.5499","671.645","683.8","23,924,330"
"04/07/2021","687","691.38","667.84","670.97","26,309,430"
"04/06/2021","690.3","696.55","681.37","691.62","28,271,840"
"04/05/2021","707.71","708.16","684.7","691.05","41,842,770"
"04/01/2021","688.37","692.4203","659.42","661.75","35,298,380"
"03/31/2021","646.62","672","641.11","667.93","33,337,290"
"03/30/2021","601.75","637.66","591.01","635.62","39,432,360"
"03/29/2021","615.64","616.48","596.02","611.29","28,636,990"
"03/26/2021","641.87","643.82","599.89","618.71","33,852,830"
"03/25/2021","613","645.5","609.5","640.39","39,224,850"
"03/24/2021","667.91","668.02","630.11","630.27","33,795,170"
"03/23/2021","675.77","677.8","657.51","662.16","30,491,870"
"03/22/2021","684.59","699.62","668.75","670","39,512,220"
"03/19/2021","646.6","657.23","624.6201","654.87","42,893,980"
"03/18/2021","684.29","689.23","652","653.16","33,369,020"
"03/17/2021","656.87","703.73","651.01","701.81","40,372,450"
"03/16/2021","703.35","707.92","671","676.88","32,195,670"
"03/15/2021","694.09","713.18","684.04","707.94","29,423,480"
"03/12/2021","670","694.88","666.1394","693.73","33,583,840"
"03/11/2021","699.4","702.5","677.18","699.6","36,253,890"
"03/10/2021","700.3","717.85","655.06","668.06","60,605,670"
"03/09/2021","608.18","678.09","595.21","673.58","67,523,330"
"03/08/2021","600.55","620.125","558.79","563","51,786,960"
"03/05/2021","626.06","627.8419","539.49","597.95","89,396,460"
"03/04/2021","655.8","873.94","600","621.44","65,919,530"
"03/03/2021","687.99","700.7","651.705","653.2","30,207,960"
"03/02/2021","718.28","721.11","685","686.44","23,732,160"
"03/01/2021","690.11","872","685.05","718.43","27,136,240"
"02/26/2021","700","706.7","659.51","675.5","41,089,170"
"02/25/2021","726.15","737.2066","670.58","682.22","39,023,860"
"02/24/2021","711.85","745","694.17","742.02","36,766,950"
"02/23/2021","662.13","713.6099","619","698.84","66,606,880"
"02/22/2021","762.64","768.5","710.2","714.5","37,269,720"
"02/19/2021","795","796.7899","777.37","781.3","18,958,260"
"02/18/2021","780.9","794.69","776.27","787.38","17,957,060"
"02/17/2021","779.09","799.84","762.01","798.15","26,078,900"
"02/16/2021","818","821","792.44","796.22","19,802,320"
"02/12/2021","801.26","817.33","785.3306","816.12","23,768,310"
"02/11/2021","812.44","829.8799","801.725","811.66","21,622,750"
"02/10/2021","843.635","844.82","800.02","804.82","36,216,090"
"02/09/2021","855.12","859.8","841.75","849.46","15,157,650"
"02/08/2021","869.67","877.77","854.75","863.42","20,161,720"
"02/05/2021","845","864.77","838.97","852.23","18,566,640"
"02/04/2021","855","856.5","833.42","849.99","15,812,660"
"02/03/2021","877.02","878.08","853.0646","854.69","18,343,510"
"02/02/2021","844.68","880.5","842.2006","872.79","24,346,210"
"02/01/2021","814.29","842","795.5601","839.81","25,391,390"
"01/29/2021","830","842.41","780.1","793.53","34,990,750"
"01/28/2021","820","848","801","835.43","26,378,050"
"01/27/2021","870.35","891.5","858.66","864.16","27,333,960"
"01/26/2021","891.38","895.9","871.6","883.09","23,131,600"
"01/25/2021","855","900.4","838.8201","880.8","41,173,400"
"01/22/2021","834.31","848","828.62","846.64","20,066,500"
